CVE ID	CVE Description	CWE ID	Explanation	Description Length
CVE-2024-36264	"** UNSUPPORTED WHEN ASSIGNED ** Improper Authentication vulnerability in Apache Submarine Commons Utils.

If the user doesn't explicitly set `submarine.auth.default.secret`, a default value will be used.


This issue affects Apache Submarine Commons Utils: from 0.8.0.

As this project is retired, we do not plan to release a version that fixes this issue. Users are recommended to find an alternative or restrict access to the instance to trusted users.

NOTE: This vulnerability only affects products that are no longer supported by the maintainer."	NVD-CWE-Other	"The CVE describes a vulnerability: '** UNSUPPORTED WHEN ASSIGNED ** Improper Authentication vulnerability in Apache Submarine Commons Utils.

If the user doesn't explicitly set `submarine.auth.default.secret`, a default value will be used.


This issue affects Apache Submarine Commons Utils: from 0.8.0.

As this project is retired, we do not plan to release a version that fixes this issue. Users are recommended to find an alternative or restrict access to the instance to trusted users.

NOTE: This vulnerability only affects products that are no longer supported by the maintainer.'. The root cause is mapped to CWE: NVD-CWE-Other."	82
CVE-2024-28020	"A user/password reuse vulnerability exists in the FOXMAN-UN/UNEM  application and server management. If exploited a malicious user 
could use the passwords and login information to extend access on 
the server and other services."	NVD-CWE-noinfo	"The CVE describes a vulnerability: 'A user/password reuse vulnerability exists in the FOXMAN-UN/UNEM  application and server management. If exploited a malicious user 
could use the passwords and login information to extend access on 
the server and other services.'. The root cause is mapped to CWE: NVD-CWE-noinfo."	33
CVE-2024-30088	Windows Kernel Elevation of Privilege Vulnerability	CWE-367	The CVE describes a vulnerability: 'Windows Kernel Elevation of Privilege Vulnerability'. The root cause is mapped to CWE: CWE-367.	6
CVE-2024-30481	Broken Access Control vulnerability in Samuel Marshall JCH Optimize.This issue affects JCH Optimize: from n/a through 4.0.0.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Broken Access Control vulnerability in Samuel Marshall JCH Optimize.This issue affects JCH Optimize: from n/a through 4.0.0.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	17
CVE-2024-30470	Missing Authorization vulnerability in YITH YITH WooCommerce Account Funds Premium.This issue affects YITH WooCommerce Account Funds Premium: from n/a through 1.33.0.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in YITH YITH WooCommerce Account Funds Premium.This issue affects YITH WooCommerce Account Funds Premium: from n/a through 1.33.0.'. The root cause is mapped to CWE: CWE-862.	21
CVE-2024-30467	Missing Authorization vulnerability in WPDeveloper Essential Blocks for Gutenberg.This issue affects Essential Blocks for Gutenberg: from n/a through 4.4.9.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in WPDeveloper Essential Blocks for Gutenberg.This issue affects Essential Blocks for Gutenberg: from n/a through 4.4.9.'. The root cause is mapped to CWE: CWE-862.	19
CVE-2024-30466	Missing Authorization vulnerability in OnTheGoSystems WooCommerce Multilingual & Multicurrency.This issue affects WooCommerce Multilingual & Multicurrency: from n/a through 5.3.4.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in OnTheGoSystems WooCommerce Multilingual & Multicurrency.This issue affects WooCommerce Multilingual & Multicurrency: from n/a through 5.3.4.'. The root cause is mapped to CWE: CWE-862.	19
CVE-2024-30465	Missing Authorization vulnerability in Pagelayer Team PageLayer.This issue affects PageLayer: from n/a through 1.8.1.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in Pagelayer Team PageLayer.This issue affects PageLayer: from n/a through 1.8.1.'. The root cause is mapped to CWE: CWE-862.	14
CVE-2024-30464	Missing Authorization vulnerability in WPZOOM Social Icons Widget & Block by WPZOOM.This issue affects Social Icons Widget & Block by WPZOOM: from n/a through 4.2.15.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in WPZOOM Social Icons Widget & Block by WPZOOM.This issue affects Social Icons Widget & Block by WPZOOM: from n/a through 4.2.15.'. The root cause is mapped to CWE: CWE-862.	25
CVE-2024-25929	Missing Authorization vulnerability in MultiVendorX Product Catalog Enquiry for WooCommerce by MultiVendorX.This issue affects Product Catalog Enquiry for WooCommerce by MultiVendorX: from n/a through 5.0.5.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in MultiVendorX Product Catalog Enquiry for WooCommerce by MultiVendorX.This issue affects Product Catalog Enquiry for WooCommerce by MultiVendorX: from n/a through 5.0.5.'. The root cause is mapped to CWE: CWE-862.	25
CVE-2024-25092	Missing Authorization vulnerability in XLPlugins NextMove Lite.This issue affects NextMove Lite: from n/a through 2.17.0.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in XLPlugins NextMove Lite.This issue affects NextMove Lite: from n/a through 2.17.0.'. The root cause is mapped to CWE: CWE-862.	15
CVE-2024-24716	Missing Authorization vulnerability in Awesome Support Team Awesome Support.This issue affects Awesome Support: from n/a through 6.1.6.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in Awesome Support Team Awesome Support.This issue affects Awesome Support: from n/a through 6.1.6.'. The root cause is mapped to CWE: CWE-862.	17
CVE-2023-34003	Missing Authorization vulnerability in Woo WooCommerce Box Office.This issue affects WooCommerce Box Office: from n/a through 1.1.51.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in Woo WooCommerce Box Office.This issue affects WooCommerce Box Office: from n/a through 1.1.51.'. The root cause is mapped to CWE: CWE-862.	17
CVE-2023-31080	Missing Authorization vulnerability in Unlimited Elements Unlimited Elements For Elementor (Free Widgets, Addons, Templates).This issue affects Unlimited Elements For Elementor (Free Widgets, Addons, Templates): from n/a through 1.5.65.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in Unlimited Elements Unlimited Elements For Elementor (Free Widgets, Addons, Templates).This issue affects Unlimited Elements For Elementor (Free Widgets, Addons, Templates): from n/a through 1.5.65.'. The root cause is mapped to CWE: CWE-862.	28
CVE-2023-23639	Missing Authorization vulnerability in MainWP MainWP Staging Extension.This issue affects MainWP Staging Extension: from n/a through 4.0.3.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in MainWP MainWP Staging Extension.This issue affects MainWP Staging Extension: from n/a through 4.0.3.'. The root cause is mapped to CWE: CWE-862.	17
CVE-2024-31098	Missing Authorization vulnerability in Mr.Ebabi New Order Notification for Woocommerce.This issue affects New Order Notification for Woocommerce: from n/a through 2.0.2.	CWE-862	The CVE describes a vulnerability: 'Missing Authorization vulnerability in Mr.Ebabi New Order Notification for Woocommerce.This issue affects New Order Notification for Woocommerce: from n/a through 2.0.2.'. The root cause is mapped to CWE: CWE-862.	21
CVE-2024-35687	Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Yannick Lefebvre Link Library link-library allows Reflected XSS.This issue affects Link Library: from n/a through 7.6.3.	CWE-79	The CVE describes a vulnerability: 'Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Yannick Lefebvre Link Library link-library allows Reflected XSS.This issue affects Link Library: from n/a through 7.6.3.'. The root cause is mapped to CWE: CWE-79.	30
CVE-2024-22525	dnspod-sr 0dfbd37 contains a SEGV.	CWE-476	The CVE describes a vulnerability: 'dnspod-sr 0dfbd37 contains a SEGV.'. The root cause is mapped to CWE: CWE-476.	5
CVE-2024-22524	dnspod-sr 0dfbd37 is vulnerable to buffer overflow.	CWE-476	The CVE describes a vulnerability: 'dnspod-sr 0dfbd37 is vulnerable to buffer overflow.'. The root cause is mapped to CWE: CWE-476.	7
CVE-2023-49441	dnsmasq 2.9 is vulnerable to Integer Overflow via forward_query.	CWE-190	The CVE describes a vulnerability: 'dnsmasq 2.9 is vulnerable to Integer Overflow via forward_query.'. The root cause is mapped to CWE: CWE-190.	9
